0,1
joy,Me voidaan tehdä mitä vaan ja se todella on mitä vaan .
joy,Ilo oli minun puolellani.
anger,Ja te tulitte tähän oikeussaliin - jossa teitä uskollisesti palvelleen miehen elämä on pelissä - kertomaan että salasitte todisteita jotka olisivat auttaneet häntä?
neutral,"Tarina nousee merestä ja usvasta, kulkee kappaleen metsämaisemaa, kertoo ihmisestä rakentavana olentona ja hänen tunteistaan, jotka puhkeavat muutamiin herkkiin viihteellisiin sanoihin rakastetun olemuksesta."
anger,"Sinä et käske mitään, kuoripoika!"
anger,"Sanakin vielä, ja olet mennyttä!"
neutral,Jokainen kansalainen saa turvallisen ja puhtaan asuinyksikön.
joy,Oma koti kullan kallis...
anger,"Kerrankin kun yritän tehdä jonkun hyväksi jotakin - ja hyvittää velkani yhteiskunnalle, sinä pidätät minut!"
neutral,"Härkönen arvioi , että piispankokouksen lopullinen päätös tulee olemaan toimituskielto , jonka aikana Repo ei saa toimittaa palveluksia eikä käyttää viittaa ."
neutral,Siksi onkin myös aika tuoda näkökantamme selkeästi esiin komission suuntaan .
neutral,Haluan äkkiä pois täältä.
neutral,"Kalpene kateudesta, Geraldo Rivera."
neutral,"ALDE-ryhmän pj Verhofstadt EP:n täysistunnossa: Eurooppa-neuvosto jarruttaa turhaan päätöksiä muuttoliikkeen hallinnassa, esim. maihinnousukeskuksien perustamista ei tarvitsisi enää tutkia vaan voitaisiin toimia Ranskan Tshadin-keskuksen mallin pohjalta."
joy,Minulla taisi olla ilo tavata teidät liikkeessänne.
anger,"Helen, lakkaa huutamasta minulle!"
joy,Mikä päivä! Mikä mahtava päivä!
neutral,"Neiti, on asioita, joita et saisi katsoa."
joy,"Kysymys on erittäin tärkeä, ja oikein toteutuessaan avaa huikeita näköaloja uudenlaiseen osaamiseen perustuvaan yhteiskuntaan ja työelämään, jossa oppiminen ei ole enää harvojen etuoikeus vaan kaikkien kansalaisoikeus, ja jossa riskeihin varaudutaan ennalta ja ihmisten osaamiseen panostetaan laajalti."
neutral,Juttu on tietokoneella mutta papereita ei löydy mistään.
neutral,"Kun hän oli nuori poliisi, Brennan sai syytteen - 16-vuotiaan mustan pojan ampumisesta."
neutral,Suuri osa suomalaisista syö kalaa liian harvoin .
joy,itse tehty kortti on ihana ja paras
neutral,"Aikainen lintu jo nokkaansa puhdistaa, myöhäiset vasta räpyttelevät siipiään."
neutral,Se on vika järjestelmässäsi. Alex Murphy on kuollut.
joy,Tulin kuin tulinkin valituksi piraattien 20 eurovaaliehdokkaan joukkoon.
joy,Nyt tulee kaunis kesäpäivä
joy,Päivästä näyttää tulevan kaunis.
neutral,Etkä varmasti ole järjiltäsi.
neutral,Sitä tyttöä ei enää olekaan.
neutral,"Kuka ne mittaa, ihminen itse on useinmiten sokea itsestään."
joy,Se oli hänen elämänsä onnellisin ilta.
neutral,Aiheellinen kysymys tosiaan.
neutral,"Se teeskentelee ettei näe ja menee taukotupaan ihan hiessä laskemaan , kauanko piinaavaa työvuoroa on vielä jäljellä . ”"
neutral,Meidän täytyy saada apua Sarahille.
neutral,Kannattaa ilman muuta korjauttaa.
neutral,Halusin vain lämmittää häntä.
joy,"Sitten hän oli yksin koko korttelissa , mahtava tunne ."
joy,oon niin innoissani tästä tulee oikeesti ees jotenki hyvä ja parempi ku viimeks
neutral,Jos saisimme tuollaisen kepin...
neutral,"Kuten tavallista, ruotsin pakollisen opetuksen puolustajat heräsivät, mutta heidän puheensa ovat olleen sanokaamme outoja."
neutral,"Periaatteet eivät kuole, kun ne tuodaan valoon."
neutral,Osta mielummin wrangen perusheraa
neutral,En minäkään sinua. Miksi veit hevoseni?
anger,"Miettikää ensi kerralla, ennen kuin kiusaatte McLeachia."
joy,"Kiva, kun olet kotona."
anger,Danten on paras paskantaa tai lähteä potalta.
neutral,Minä tosiaan olen joutsen.
anger,Miksi pirussa mä elän täällä?
neutral,"Pidät järkevänä vastausta, koska se vähentää omia omantunnontuskiasi."
neutral,Sen jälkeen pimu on ulkona.
neutral,"Jamie inttää kaikille, ettei isä voi olla murhaaja."
neutral,"Katsokaa, kuka täällä on."
joy,Meillä menee hyvin yhdessä.
joy,Tekniikkani on nyt parempi kuin koskaan ennen .
neutral,Jouluna on hyvä hetki etsiä #leikkipankki 'sta sopiva leikki ja kertoa siitä myös muille. https://t.co/aQXqTzuT6f
neutral,Jokaisen on tehtävä osansa.
anger,"En välitä paskaakaan siitä, että olet lainvartija."
neutral,"Ethän unohda sekunniksikaan , että jos isä ei muutu , hän kuolee nopeasti ."
neutral,"- En minä sinua arkkuun ole laittamassakaan , auta siirtämään sitä ."
neutral,"Se jää renkaaksi keittolevylle , kovettuu pahanhajuiseksi tahraksi ."
neutral,"Tietysti häirittiin excun pitäjää , olihan mekosta pakko vähän puhua tyttöjen kesken ."
neutral,Olet ollut aina vahvempi.
neutral,"Se hyväksytään jokaisessa tuomioistuimessa - mutta veisin asian jokaiseen tuomioistuimeen, muistakaa se."
neutral,"Joskus vuosien 114 eaa. ja 110 eaa. välillä Mithridates sai avunpyynnön Taurien Khersonesokselta , jonka kreikkalaiset kaupungit halusivat apua skyyttejä ja taureja vastaan ."
neutral,Se loinen asuu varmaan autossaan.
joy,"Hintakin on aika perus sopiva, tais olla n. 30 euroa 0,7l pullo."
neutral,Eipä kukaan rattijuoppoja kaipaa!
joy,Hän oli hellä ja huolehtiva ja iloitsi menestyksestäni.
anger,"Nyt kerrot, mikä sen Stromin vasikan nimi on tai minä hukutan sinut paskaan!"
anger,Tämä pahuksen kuumuus tappaa minut.
joy,"Muista, isä rakastaa sua."
neutral,En ymmärrä mitä puuhaat Sandy.
neutral,Palasin tajuihini ja huomasin joutuneeni uudelle tuskan tasolle.
neutral,"Ne estävät meitä luomasta kodistamme harmonisen kokonaisuuden , jossa on hyvä hengittää ja hyvä elää ."
neutral,"Se iski kamaraan lisää löylyä ja näki , kuinka puut sekä kasvit nousivat nuupaltaan jälleen tervehtimään tätä , eikä ollut voinut olla tuntematta hienoista omahyväisyyttä omasta toimenkuvastaan kaikkeudessa ."
joy,"Olen iloinen, että tulit, silloin kun tuli."
neutral,Toitko sinä hänet tänne?
neutral,- Milläs minä teitä estäisin ?
neutral,Pulssini on tylsästi vain 87 .
neutral,"Kuulehan, minuakin vähän pelottaa."
neutral,"Kaksoistorneihin kohdistettu hirveä attentaatti sai aikaan sen , että vihdoinkin tämän eurooppalaisen pidätysmääräyksen luomisessa alettiin edistyä , mutta kun näen , että sitä sovelletaankin "" kanavarkaiden "" kohdalla , tulen jotenkin surulliseksi ."
joy,"Hyvä Luoja, hän on tehnyt loistavaa työtä."
joy,Vihdoinkin asumaan vuokralle !
neutral,"Hieno musta-valko näkemys :"" et kestä mitään ääniä, muuta metsään"""
joy,"Tykkään todella, kun hän tekee noin."
anger,"Koska mitä sinulla onkin täällä, selvitän sen."
joy,"Onpa mukava , että sait taas viran ."
anger,Mitä hittoa luulet minun tekevän?
neutral,Et ehdi nauttia siitä. Palaamme tänä iltana.
anger,Minä en jaksa tätä elämää
neutral,Pahvilaatikoiden röykkiöt nurkissa ja komeroissa ovat harmaita ja luovat lopun tunnelmaa .
neutral,"on suurin kauhuni saada Lipeäkalasta ruodonpala suuhun, sellainen paksu tikku."
joy,Onneksi kaikki on ohi.
neutral,Toimintatavat kaipaavat uudistamista. https://t.co/Al7N5S8vZ2
neutral,Tilanne on Maken kannalta katsoen monella tavalla hankala .
neutral,"On tietenkin hyvä , että nainen luottaa pystyvänsä tyydyttämään miehen , mutta kuten kaikissa kehittyneissä parisuhdetaidoissa , kaikkein taitavimmin nainen tuottaa miehelle tyydytyksen auttamalla miestä onnistumaan naisen itsensä tyydyttämisessä . ”"
joy,"Ja niin jumalauta teenkin , olen niistä helvetin ylpeä !"
joy,Suomi voittaa naisten jääkiekossa olympiapronssia!!!
neutral,"Periaatteet eivät kuole, kun ne tuodaan valoon."
joy,Se tuo parhaat puolesi esiin.
joy,Enkä voi olla hymyilemättä kun näen itseni hymyilevänä .
neutral,Puute jäi vain kaivertamaan sisimpääni .
neutral,Pelkkää tyhjyyttä
neutral,Sukupuolella tai iällä ei oo väliä vaan sillä että hän on umpirasisti. https://t.co/kx0XBccZZq
neutral,"Tämä setti toimi , sillä siinä vaiheessa kun avaimet oli vaihdettu , uskalsin jo kysyä , että ” mitä sä musta ajattelit , kun ekan kerran näit ? ” ."
neutral,Poika joutui ottamaan tukea ovesta jotta pysyisi pystyssä .
neutral,Palasin tajuihini ja huomasin joutuneeni uudelle tuskan tasolle.
joy,On kivaa kun pääsee asumaan vuokralla .
neutral,"On kuitenkin sääli, jos meillä hukataan hyvä tilaisuus pysähtyä ja oivaltaa, että tässä on mahdollisuus muuttaa maailmaa."
neutral,"Hän yrittää puhua tärkeistä asioista, mutta puhe jää puolitiehen; siitä tulee teknisesti hyvin toteutettua mutta sinänsä mitäänsanomatonta suhtautumista."
neutral,Taidan olla tavallaan kateellinen sinulle.
neutral,sadeviitan alla rupesi olemaan kuumaa ja hiostavaa .
neutral,Päätäni särkee .
neutral,"Luullaan , että kaikki on kunnossa , koska neuvoston enemmistö kannattaa päätöstä ."
joy,Toiveloma
anger,Pudota ase ja istu alas!
joy,"Halusin yhdistää sekä opiskelun , maailmankatsomuksen avartamisen ja matkustelun ja näin ollen Bali oli tähän tarkoitukseen täydellinen paikka !"
joy,Oli todella hauskaa tavata teidät.
joy,Teet minut tosi onnelliseksi.
neutral,Variksenpelättimet saavat harvoin kuninkaallista saattuetta kiimaisen tuhmaseksin valtakuntaan .
joy,Kaikki hyvin he ovat poissa.
neutral,Jos kuulee koko ajan haukkuja niihin alkaa pian uskoa.
joy,IHANAA VUOTTA 2010 ! ! !
joy,En muista minkään muun tilaisuuden tuottaneen tällaista iloa.
neutral,Eikö täällä ole hyvä olla?
neutral,"Nyt ei ohjaaja eivätkä näyttelijät tunnu tietävän, mitä he esittävät - puhumattakaan siitä, miten he osansa esittäisivät, missä tyylilajissa liikkuisivat, kritisoi E. T-la (Eugen Terttula) Suomen Sosialidemokraatissa (30.9.1953)."
neutral,- luuston terveydestä ei ole pienintäkään ennakkokäsitystä.
anger,sun kavereiden pitäis opetelle pitään asioita käsissä eikä viiskoo niit ympäriinsä.
neutral,"Hanki ammattilainen, omia miehiämme."
neutral,Nykyaika on ihmiselle aika vaikea paikka elää.
neutral,Toki pelaaja teki virheitä.
neutral,"Optimistisin on puolestaan Pellervon taloustutkimus PTT, joka uskoo Suomen talouden puksuttavan ensi vuonna yhtä vahvaa tahtia kuin tänä vuonna."" #talousennuste #talouskasvu #Suomi https://t.co/By3TjWBMmt"
neutral,"Tämä on ainakin tietyissä jäsenvaltioissa leviävän halpojen hintojen ideologian osalta kysymys , joka huolettaa minua yhä enemmän ."
neutral,"Niiden olisi erityisesti annettava selvitys luvastaan , raportoitava säännönmukaisesti mahdollisista ongelmista ja pidettävä tarkasti kirjaa toiminnastaan ja sen tuloksista ."
joy,"tuntui siltä , että loppukilpailussa voi käydä vaikka kuinka hyvin ."
neutral,"Ericssonilla ja Mersulla ei oo mitään yhteistä, ei muuta kuin että nimessä on enemmän kirjaimia kuin Nokia:lla he he he"
neutral,Seutua kutsuttiinkin maaksi maan takana.
anger,"Pysäytän auton, työnnän sinut ulos ja saat kävellä loppumatkan kotiin."
anger,Sano heille. että menkööt elämään tilalleen sikojensa ja lampaittensa kanssa. Älköötkä koskaan palatko!
anger,Itkee kuin pikkupennut joka asiaa.
neutral,– Ruokalistalla pitäisi olla mukana monipuolisesti kaikenlaisia ruokia .
anger,Ja näitä h*lvetin höyheniä on joka paikassa nyt .
neutral,Tuomalla toiveensa esille pelätään hylätyksi tulemista .
neutral,"Joskus vuosien 114 eaa. ja 110 eaa. välillä Mithridates sai avunpyynnön Taurien Khersonesokselta , jonka kreikkalaiset kaupungit halusivat apua skyyttejä ja taureja vastaan ."
neutral,"– Arvoisa puhemies , torjun kaikki nämä ilkeämieliset vihjailut ja epäoikeudenmukaiset väitteet ."
joy,On myös kaunis niin!
joy,"Kuin tilauksesta kuvioihin astelee nuori ihailija, amerikkalainen Tom Fennel( Shaun Evans), joka valloittaa näyttelijättären."
neutral,älkää kertoko
neutral,Ottelun ratkaisi kotiyleisön mykistykseksi Devilsin Claude Lemieux .
joy,"Pidän todella siitä, miten laulat."
neutral,Näine ajatuksineni et erottaisi minua ruuhkaiselta tieltä .
neutral,Sitaattien heittelyä 4. 8. 2011 | Martti Tuure 
anger,Suksis vaikka vittuun.
neutral,"Se hyväksytään jokaisessa tuomioistuimessa - mutta veisin asian jokaiseen tuomioistuimeen, muistakaa se."
neutral,"Emme saa menettää toivoa, Toni."
neutral,Ihmisille puhuminen on entistä vaikeampaa .
neutral,Siinä on sattuvia vuorosanoja ja joskus tilanteitakin.
joy,elämälle olen kiitollinen
joy,Sitä on ollut ilo katsella.
neutral,Kasvu ei saa jäädä kiinni oikeanlaisen koulutuksen puutteesta.
neutral,Et ehdi nauttia siitä. Palaamme tänä iltana.
neutral,Idioottius ei parane millään
joy,"Hyvää työtä laajalla rintamalla oikean asian puolesta kiitos @Tiilikainen @CEPFSecretariat @mmm_fi turnauskestävyyttä tarvitaan vielä, päätyyn asti https://t.co/JmUAcUl598"
neutral,Kritiikki suhtautui myönteisimmilläänkin vaisusti Lasse Pöystin kolmanteen ohjaustyöhön.
joy,"Suvivirsi raikasi , minä lauloin palkeitteni pohjista ."
neutral,"Jumiudumme tilanteisiin , joissa tiedostamme oman tyytymättömyytemme , mutta uskottelemme , ettemme voi hakea muutosta ."
neutral,"He yrittävät niin kovasti, ja ovat niin jäljessä..."
neutral,"Monet katsoivat kuitenkin kokemattoman pääparin kalpenevan ammattinäyttelijöiden, erityisesti Juhani Niemelän, Kari Väänäsen ja Lasse Pöystin, seurassa."
joy,"Ihan totta, mukava nähdä sinua."
joy,Siinä on hieno sointi.
neutral,En ymmärrä mitä puuhaat Sandy.
neutral,"Jos palstalla on eurouskovaisia, niin siitä vaan kiistämään tutkimustulokset. http://www.taloussanomat.fi/jan-hurri/2013/12/01/jos-euro-olisi-elintarvike-se-olisi-vedettava-myynnista/201316624/170?ref=hs-no"
neutral,Miksi haluat palata sinne mistä aloitit?
joy,"Hintakin on aika perus sopiva, tais olla n. 30 euroa 0,7l pullo."
joy,Se on niin kaunista.
joy,Minusta se oli hauska ja seksikäs.
neutral,"Sen ilma tuntui tunkkaiselta , hiekkaiselta ja betoniselta ."
neutral,Emmekö voi loihtia toimistoa pois?
joy,"Oli kolmosluokan ensimmäinen päivä , aurinko oli kirkas ja meillä molemmilla oli uudet hienot shortsit ja lenkkarit , niillä olisi hyvä pelata jalkapalloa välitunneilla ."
neutral,Kuka hypettää?
anger,"Sanoit, että olisin sulle numero yksi ja valehtelit."
neutral,"Mary, etkö esittele meitä?"
neutral,"Laadun ei näköjään ole niinkään väliä"", arveli K. T-nen (Kalervo Toivonen, Tamperelainen 10.11.1961)."
joy,Ja mikä parasta... Hän pitää minua ihanana.
neutral,"Vaikuttaa siltä, että hän suojelee Inglethorpia."
joy,Mikään ei ole ihanampaa kuin leikkivät lapset ja heidän naurunsa.
joy,On upeaa palata kotiin.
joy,"Se kuulostaa kivalta, poika."
neutral,"Näin tehtiin myös Nizzan sopimuksen kohdalla , ja Ranska joutuu vielä maksamaan siitä kalliisti ."
neutral,Sun täytyy ruveta terveeksi.
anger,Painu takaisin häkkiisi Alvaradossa.
neutral,"Joka tapauksessa vaivannäkö on niin suuri, että ei ole mitään järkeä."
anger,"En tietenkään tiedä numeroa, helvetti! Vauhtia!"
neutral,Tällaisissa tilanteissa ystävyys punnitaan . :)
neutral,"Älä nyt viitsi, Cain."
neutral,"Kai Mäkelä , Rauno Puolimatka ja Ahti Vilppula ovat kaikki kolme julkisesti kiistäneet syyllistyneensä mihinkään ."
neutral,"En halua olla pelkkä nyrkkeilijä, vaikka Murdock on hyvä ihminen."
neutral,"Haluan esitellä teille jalon orhini, Cyrilin."
anger,"Raivostuin tietenkin kysyen että mitä helvettiä tämä oikein yritti , ja sain vastaukseksi “ vitsi vitsi ” enkä mitään muuta ."
neutral,Moni silti näyttää kadehtivan junttien elämää.
neutral,Myös mainintasi Carolynin tavoista johtaa tähän ajatukseen.
joy,Sait minut hyvälle tuulelle.
neutral,Muutenhan on poikamiehen elämä pelkkää Kurtturuusua.
neutral,Kiitos miss Hunnicut. Ei muuta kysyttävää.
joy,Se on oikein hieno paikka.
neutral,"Oli kyse sitten Yhdysvaltain kaltaisesta suuresta maasta tai Kreikan kaltaisesta pienestä maasta , sen on lopetettava ylellinen elämäntapansa ja palattava tiukkaan taloudenpitoon , jos se ei halua kansallisen velan paisuvan kestämättömälle tasolle ja räjähtävän ."
neutral,"Ote on merkillisen veltto, innoton ja pintapuolinen, totesi O. V-jä (Olavi Veistäjä, Aamulehti 1.12.1953) elokuvan yleisilmeestä."
anger,"tuo juha nyt vaan on niin saatanan tyhmä, ettei se varmaan ole mitään matkustusasiakirjoja edes yrittänyt itselleen hankkia :)"
joy,Hänen ulkonäkönsä on täydellinen.
neutral,"@sannajylanki Voi olla sitkeäkin, kuten kuvan ote Lääkärikirja Duodecimistä kertoo. https://t.co/ODHSsJbL9y"
neutral,Ei. Se on surmanloukku.
joy,Kivaa vappua ja Kuningattarenpäivää kaikille säädyille .
anger,Tämmösen pelin häviäminen vituttaa kaikista eniten (myös futiksessa).
joy,Sinun ansiostasi voin pitää tämän naisen sielun ikuisesti!
neutral,"Optimistisin on puolestaan Pellervon taloustutkimus PTT, joka uskoo Suomen talouden puksuttavan ensi vuonna yhtä vahvaa tahtia kuin tänä vuonna."" #talousennuste #talouskasvu #Suomi https://t.co/By3TjWBMmt"
neutral,Pääsee aina kuin koira veräjästä.
neutral,Se on vika järjestelmässäsi. Alex Murphy on kuollut.
neutral,En ehtinyt hyvästelemään sinua Georgen juhlissa.
neutral,"”Jos puhdas vesi, ravinto ja ilma sekä ilmaston säätely vaarantuvat, korvaaminen on vaikeaa, jopa mahdotonta.”"
neutral,"Tavallisesta työstä on tullut ongelma, vaikka sen pitäisi olla vain osa elämää."
neutral,"Jeesus, pastori, ei siihen."
neutral,Toitko sinä hänet tänne?
anger,Haistakoon ukko paskan .
neutral,miranda 43 Ole hyvä.
neutral,"Muistathan , että jos isää ei saada hoitoon , hän kuolee ."
joy,On kivaa kun pääsee asumaan vuokralla .
neutral,Et voi siirtää sitä.
joy,"Tuo on toistaiseksi tärkein todiste, minkä olemme kuulleet."
neutral,"Sinä olisit parempi kuningas, kuin minä olen ollut."
neutral,"Haavisto pitäisi lähettää heti venäjälle,missä Homot joutuvat pakkohoitoon."
joy,"Hyvää työtä laajalla rintamalla oikean asian puolesta kiitos @Tiilikainen @CEPFSecretariat @mmm_fi turnauskestävyyttä tarvitaan vielä, päätyyn asti https://t.co/JmUAcUl598"
